0.132	0.248	69
0.446	0.759	62
0.747	0.968	65
0.991	1.27	69
1.27	1.583	74
1.583	1.792	76
1.792	2.059	77
2.059	2.21	76
2.21	2.361	76
2.35	2.489	79
2.477	2.605	77
2.593	2.709	76
2.709	2.837	74
2.837	3.104	73
3.104	3.36	69
3.371	3.638	64
3.627	3.894	61
3.917	4.149	64
4.149	4.416	69
4.428	4.706	76
4.706	4.962	77
4.962	5.217	79
5.206	5.461	77
5.473	5.589	81
5.589	5.728	79
5.728	5.867	77
5.867	5.983	76
6.007	6.262	74
6.285	6.506	69
6.518	6.785	65
6.785	7.063	62
7.063	7.191	77
7.203	7.307	76
7.33	7.446	74
7.435	7.62	77
7.586	7.702	82
7.713	7.841	81
7.853	7.969	79
7.98	8.096	77
8.12	8.236	76
8.364	8.491	72
8.503	8.631	74
8.642	8.735	76
8.747	8.874	74
8.874	8.99	72
9.014	9.118	76
9.141	9.246	81
9.257	9.385	79
9.385	9.501	77
9.513	9.641	76
9.652	9.757	74
9.768	9.884	72
9.884	10.001	70
10.001	10.14	72
10.14	10.256	74
10.279	10.384	72
10.384	10.511	70
10.511	10.639	74
10.639	10.755	79
10.767	10.894	77
10.906	11.022	76
11.034	11.15	74
11.162	11.254	73
11.266	11.394	71
11.394	11.498	69
11.51	11.638	71
11.649	11.754	73
11.777	11.881	71
11.905	11.997	69
12.021	12.137	73
12.148	12.241	69
12.148	12.275	76
12.264	12.392	74
12.404	12.508	73
12.52	12.636	71
12.671	12.74	69
12.764	12.88	67
12.891	13.019	65
13.031	13.158	69
13.158	13.275	67
13.275	13.402	65
13.402	13.518	64
13.518	13.646	62
13.669	13.925	57
13.971	14.227	74
14.238	14.552	73
14.581	15.091	62
