2.084844	2.084844	
3.017980	3.017980	
3.942710	3.942710	
4.800186	4.800186	
5.254144	5.254144	
5.531563	5.531563	
5.842608	5.842608	
6.178873	6.178873	
6.456292	6.456292	
6.767337	6.767337	
7.212889	7.212889	
7.700473	7.700473	
8.171245	8.171245	
9.112787	9.112787	
10.062737	10.062737	
11.113565	11.113565	
11.844942	11.844942	
12.315713	12.315713	
12.593132	12.593132	
12.912584	12.912584	
13.240443	13.240443	
13.459015	13.459015	
13.854127	13.854127	
14.299678	14.299678	
14.627537	14.627537	
14.770449	14.770449	
15.266441	15.266441	
15.989411	15.989411	
16.502215	16.502215	
16.989800	16.989800	
17.452165	17.452165	
17.628704	17.628704	
17.931342	17.931342	
18.393707	18.393707	
18.856072	18.856072	
19.007391	19.007391	
19.763988	19.763988	
20.251572	20.251572	
20.587838	20.587838	
20.798003	20.798003	
21.176302	21.176302	
21.680700	21.680700	
22.092625	22.092625	
22.252350	22.252350	
22.412076	22.412076	
22.748342	22.748342	
23.025760	23.025760	
23.235926	23.235926	
23.362026	23.362026	
23.597411	23.597411	
24.118622	24.118622	
24.438074	24.438074	
24.572580	24.572580	
25.707476	25.707476	
26.354786	26.354786	
26.842371	26.842371	
27.304735	27.304735	
27.641001	27.641001	
27.842760	27.842760	
28.246278	28.246278	
28.708643	28.708643	
29.633372	29.633372	
30.137770	30.137770	
30.448815	30.448815	
30.658981	30.658981	
31.087719	31.087719	
31.558490	31.558490	
32.029262	32.029262	
32.205801	32.205801	
32.340307	32.340307	
32.676572	32.676572	
33.012837	33.012837	
33.138937	33.138937	
33.281849	33.281849	
33.525642	33.525642	
34.080479	34.080479	
34.391525	34.391525	
34.534437	34.534437	
35.038835	35.038835	
