0.746113	0.746113	
1.368956	1.368956	
1.920430	1.920430	
2.465417	2.465417	
3.029868	3.029868	
3.633247	3.633247	
4.178234	4.178234	
4.749173	4.749173	
5.281184	5.281184	
5.878074	5.878074	
6.403598	6.403598	
6.987512	6.987512	
7.500060	7.500060	
8.045047	8.045047	
8.628961	8.628961	
9.235584	9.235584	
9.777327	9.777327	
10.361241	10.361241	
10.925692	10.925692	
11.516095	11.516095	
12.151913	12.151913	
12.765023	12.765023	
13.287303	13.287303	
13.858241	13.858241	
14.471352	14.471352	
15.116902	15.116902	
15.668377	15.668377	
16.229584	16.229584	
16.489101	16.489101	
16.784303	16.784303	
17.394169	17.394169	
17.952132	17.952132	
18.523071	18.523071	
19.081034	19.081034	
19.629265	19.629265	
20.167764	20.167764	
20.741947	20.741947	
21.342081	21.342081	
21.896800	21.896800	
22.428811	22.428811	
22.973798	22.973798	
23.518785	23.518785	
24.063772	24.063772	
24.553612	24.553612	
25.095355	25.095355	
25.669538	25.669538	
27.690531	27.690531	
28.261470	28.261470	
28.835653	28.835653	
29.364420	29.364420	
29.886699	29.886699	
30.454394	30.454394	
30.989649	30.989649	
31.563832	31.563832	
32.115307	32.115307	
32.666782	32.666782	
33.185817	33.185817	
33.756756	33.756756	
34.275791	34.275791	
34.840242	34.840242	
35.372253	35.372253	
35.926972	35.926972	
36.468715	36.468715	
37.059118	37.059118	
37.600861	37.600861	
38.132872	38.132872	
38.642175	38.642175	
39.232578	39.232578	
39.764589	39.764589	
40.319308	40.319308	
40.851319	40.851319	
41.412526	41.412526	
41.925073	41.925073	
42.502500	42.502500	
43.079927	43.079927	
43.637890	43.637890	
44.160169	44.160169	
44.688936	44.688936	
45.250143	45.250143	
45.843789	45.843789	
46.379045	46.379045	
46.946739	46.946739	
47.514434	47.514434	
48.098349	48.098349	
48.627116	48.627116	
49.172103	49.172103	
49.730066	49.730066	
50.369128	50.369128	
51.001702	51.001702	
51.540201	51.540201	
52.117628	52.117628	
52.461489	52.461489	
52.675591	52.675591	
53.246530	53.246530	
53.726638	53.726638	
54.012107	54.012107	
54.437067	54.437067	
