0.135000	0.298000	69
0.437000	0.681000	62
0.670000	0.844000	65
0.842092	1.075092	69
1.096044	1.244000	74
1.318000	1.463000	76
1.542581	1.714000	77
1.738524	1.947524	76
1.959524	2.046524	79
2.068524	2.192089	77
2.192089	2.281134	76
2.323038	2.430416	74
2.430416	2.702524	73
2.655524	2.795524	69
2.830524	3.050524	64
3.073524	3.172524	61
3.292524	3.391524	64
3.515524	3.713718	69
3.747524	4.002524	76
4.001806	4.153524	77
4.176524	4.351524	79
4.373701	4.652524	77
4.652524	4.780524	81
4.768524	4.861524	79
4.861524	4.954524	77
4.943524	5.054637	76
5.054637	5.268524	74
5.256524	5.430524	69
5.442524	5.628524	65
5.639524	5.860524	62
5.906524	6.011524	77
6.011524	6.138524	76
6.115524	6.220524	74
6.231524	6.283524	77
6.340524	6.392524	82
6.487524	6.591524	81
6.603524	6.707524	79
6.707524	6.812524	77
6.812524	6.916524	76
6.905524	6.999232	74
6.999232	7.137524	72
7.125524	7.218524	74
7.230524	7.323524	76
7.334524	7.427524	74
7.439524	7.532524	72
7.532524	7.622550	76
7.639358	7.801358	81
7.801358	7.917358	79
7.906358	8.010358	77
8.010358	8.126358	76
8.115358	8.219358	74
8.219358	8.335358	72
8.324358	8.428358	70
8.428358	8.533358	72
8.544358	8.649358	74
8.649358	8.753358	72
8.742358	8.846358	70
8.846358	8.943827	74
8.943827	9.102358	79
9.102358	9.206358	77
9.206358	9.311358	76
9.311358	9.415358	74
9.415358	9.520358	73
9.508358	9.624358	71
9.624358	9.717358	69
9.717358	9.833358	71
9.833358	9.938358	73
9.937358	10.029358	71
10.029358	10.134358	69
10.134358	10.238358	73
10.245461	10.366358	76
10.366358	10.471358	74
10.471358	10.598358	73
10.575358	10.680358	71
10.668358	10.772358	69
10.772358	10.862232	67
10.862232	11.027228	65
11.016358	11.132358	69
11.132358	11.237358	67
11.225358	11.341358	65
11.330358	11.434358	64
11.423358	11.574358	62
11.574358	11.768358	57
11.816271	11.983156	74
12.028723	12.247723	73
12.314458	13.000631	62
