1.527000	1.527000	
2.207000	2.207000	
2.791076	2.791076	
2.927000	2.927000	
3.040000	3.040000	
3.192000	3.192000	
3.357000	3.357000	
3.507000	3.507000	
3.647000	3.647000	
3.797000	3.797000	
3.966187	3.966187	
4.561000	4.561000	
5.118000	5.118000	
5.272000	5.272000	
5.418000	5.418000	
5.567000	5.567000	
5.720000	5.720000	
5.841000	5.841000	
5.996000	5.996000	
6.117000	6.117000	
6.275706	6.275706	
6.901558	6.901558	
7.458000	7.458000	
7.606000	7.606000	
7.748000	7.748000	
7.888000	7.888000	
8.059999	8.059999	
8.189000	8.189000	
8.318000	8.318000	
8.479000	8.479000	
8.631000	8.631000	
9.208000	9.208000	
9.768000	9.768000	
9.913013	9.913013	
10.041000	10.041000	
10.187000	10.187000	
10.330248	10.330248	
10.476000	10.476000	
10.639493	10.639493	
10.742575	10.742575	
10.916000	10.916000	
11.497000	11.497000	
12.057000	12.057000	
12.220078	12.220078	
12.356000	12.356000	
12.488000	12.488000	
12.627000	12.627000	
12.767000	12.767000	
12.917000	12.917000	
13.061911	13.061911	
13.196899	13.196899	
13.785936	13.785936	
14.336000	14.336000	
14.487000	14.487000	
14.631000	14.631000	
14.770000	14.770000	
14.917000	14.917000	
15.052367	15.052367	
15.197000	15.197000	
15.329000	15.329000	
15.488000	15.488000	
16.407154	16.407154	
