onset,offset,pitch,note,octave
2.723,3.071,62,D,5
2.723,3.025,71,B,5
3.094,3.396,64,E,5
3.094,3.303,73,C#,6
3.326,3.617,74,D,6
3.35,3.628,66,F#,5
3.593,3.977,62,D,5
3.628,3.965,71,B,5
3.953,4.244,64,E,5
3.953,4.197,73,C#,6
4.197,4.476,66,F#,5
4.197,4.453,74,D,6
4.464,5.01,67,G,5
4.998,5.265,74,D,6
5.022,5.289,66,F#,5
5.265,5.66,64,E,5
5.265,5.556,73,C#,6
5.683,5.881,66,F#,5
5.683,5.961,74,D,6
5.892,6.24,62,D,5
5.892,6.206,71,B,5
6.217,6.809,64,E,5
6.217,6.74,73,C#,6
6.798,7.367,71,B,5
6.821,7.436,62,D,5
7.402,7.692,69,A,5
7.715,8.017,79,G,6
7.843,8.017,71,B,5
7.994,8.249,81,A,6
8.017,8.284,72,C,6
8.261,8.586,69,A,5
8.284,8.539,78,F#,6
8.563,8.864,71,B,5
8.888,9.189,72,C,6
8.888,9.178,81,A,6
9.155,9.7,74,D,6
9.678,9.992,81,A,6
9.701,10.003,72,C,6
9.992,10.247,71,B,5
10.247,10.549,72,C,6
10.27,10.537,81,A,6
10.537,10.874,69,A,5
10.537,10.839,78,F#,6
10.839,12.023,79,G,6
10.862,11.42,71,B,5
11.42,11.884,71,B,5
12.035,12.824,69,A,5
12.035,12.325,78,F#,6
12.314,12.592,76,E,6
12.581,12.824,78,F#,6
12.813,13.115,74,D,6
13.103,13.707,67,G,5
13.103,13.684,76,E,6
13.707,14.206,67,G,5
13.707,14.195,76,E,6
14.206,14.461,66,F#,5
14.45,14.728,64,E,5
14.717,15.007,66,F#,5
14.717,15.007,74,D,6
14.995,15.297,62,D,5
14.995,15.286,71,B,5
15.286,15.471,73,C#,6
15.309,15.843,64,E,5
15.855,16.458,62,D,5
15.855,16.424,71,B,5
16.505,16.841,61,C#,5
16.505,17.132,69,A,5
17.201,17.48,59,B,4
17.201,17.503,67,G,5
17.526,17.735,66,F#,5
17.747,18.014,57,A,4
17.747,18.049,66,F#,5
18.037,18.095,64,E,5
18.095,18.316,64,E,5
18.328,18.618,55,G,4
18.328,18.618,64,E,5
18.618,18.943,62,D,5
18.943,19.477,57,A,4
18.943,19.489,64,E,5
19.5,20.069,64,E,5
19.5,19.894,69,A,5
20.081,20.499,57,A,4
20.081,20.545,62,D,5
21.474,21.915,62,D,5
21.474,21.903,71,B,5
21.903,22.147,64,E,5
22.17,22.403,66,F#,5
22.17,22.414,74,D,6
22.403,22.67,62,D,5
22.403,22.67,71,B,5
22.693,22.937,64,E,5
22.693,22.937,73,C#,6
22.96,23.215,66,F#,5
22.96,23.262,74,D,6
23.285,23.796,67,G,5
23.285,23.761,76,E,6
23.807,24.085,66,F#,5
23.807,24.063,74,D,6
24.098,24.376,64,E,5
24.098,24.365,73,C#,6
24.376,24.643,66,F#,5
24.376,24.62,74,D,6
24.632,24.98,62,D,5
24.632,24.957,71,B,5
24.957,25.479,73,C#,6
24.98,25.503,64,E,5
25.514,26.048,62,D,5
25.514,26.059,71,B,5
26.141,26.478,69,A,5
26.141,26.478,78,F#,6
26.466,26.722,71,B,5
26.466,26.71,79,G,6
26.71,26.977,72,C,6
26.71,26.954,81,A,6
26.965,27.267,69,A,5
26.965,27.221,78,F#,6
27.232,27.511,79,G,6
27.256,27.511,71,B,5
27.523,28.359,72,C,6
27.523,27.825,81,A,6
28.359,28.602,72,C,6
28.359,28.649,81,A,6
28.649,28.916,71,B,5
28.649,28.916,79,G,6
28.916,29.206,72,C,6
28.916,29.206,81,A,6
29.206,29.531,69,A,5
29.206,29.543,78,F#,6
29.554,30.077,79,G,6
29.589,30.077,71,B,5
30.077,30.46,71,B,5
30.077,30.588,79,G,6
30.657,30.913,69,A,5
30.657,30.935,78,F#,6
30.924,31.157,69,A,5
30.924,31.157,76,E,6
31.169,31.401,69,A,5
31.169,31.401,78,F#,6
31.401,31.738,74,D,6
31.75,32.296,67,G,5
31.75,32.272,76,E,6
32.284,32.783,67,G,5
32.284,32.795,76,E,6
32.795,33.085,66,F#,5
32.795,33.062,74,D,6
33.085,33.363,64,E,5
33.363,33.607,66,F#,5
33.363,33.596,74,D,6
33.607,33.944,62,D,5
33.607,33.932,71,B,5
33.944,34.455,64,E,5
33.944,34.432,73,C#,6
34.455,34.908,62,D,5
34.455,35.024,71,B,5
35.035,35.291,69,A,5
35.314,35.616,67,G,5
35.627,35.871,59,B,4
35.627,35.871,67,G,5
35.871,36.185,66,F#,5
36.185,36.417,57,A,4
36.185,36.44,66,F#,5
36.44,36.742,64,E,5
36.742,36.963,55,G,4
36.742,36.986,64,E,5
36.986,37.288,64,E,5
36.986,37.265,71,B,5
37.276,37.81,62,D,5
37.276,37.81,69,A,5
37.822,38.263,64,E,5
37.822,38.356,73,C#,6
38.449,39.737,62,D,5
